,Prague,Olomouc,Brno,Ostrava,Plzeň,Liberec,České Budějovice,Hradec Králové,Ústí nad Labem,Pardubice,Zlín,Havířov,Kladno,Most,Opava,Frýdek-Místek,Jihlava,Karviná,Teplice,Chomutov,Karlovy Vary,Jablonec nad Nisou,Mladá Boleslav,Prostějov,Přerov,Česká Lípa,Třebíč,Tábor,Znojmo,Kolín,Příbram,Písek,Kroměříž,Orlová,Líšeň,Břevnov,Vsetín,Šumperk,Uherské Hradiště,Bystrc,Český Těšín,Litoměřice,Litvínov,Nový Jičín,Chrudim,Krnov,Sokolov,Strakonice,Valašské Meziříčí,Kopřivnice,Kutná Hora,Žďár nad Sázavou,Bohumín,Blansko,Beroun,Náchod,Mělník,Brandýs nad Labem-Stará Boleslav,Jirkov,Žatec,Kralupy nad Vltavou,Louny,Otrokovice,Bílina,Svitavy,Jičín,Říčany,Neratovice,Slaný,Bruntál,Rakovník,Dvůr Králové nad Labem,Varnsdorf,Nymburk,Poděbrady,Turnov,Rokycany,Hlučín,Chodov,Český Krumlov
Příbram,0.8025,3.001388888888889,2.3494444444444444,3.848888888888889,1.0425,1.7672222222222222,1.4941666666666666,1.795,1.6513888888888888,1.8805555555555555,3.2466666666666666,3.9408333333333334,1.0219444444444445,1.5683333333333334,3.9322222222222223,3.812222222222222,1.6580555555555556,4.252222222222223,1.7147222222222223,1.5486111111111112,1.94,1.7405555555555556,1.3727777777777779,2.810277777777778,3.036111111111111,1.9947222222222223,2.111388888888889,1.1175,2.828333333333333,1.5116666666666667,0.0,0.875,2.8266666666666667,4.0275,2.4586111111111113,0.7661111111111111,3.7955555555555556,3.3530555555555557,3.215,2.3019444444444446,4.051388888888889,1.5294444444444444,1.6861111111111111,3.5413888888888887,1.9527777777777777,4.4158333333333335,2.2305555555555556,0.9444444444444444,3.7733333333333334,3.7247222222222223,1.6369444444444445,2.0277777777777777,3.8691666666666666,2.7155555555555555,0.7394444444444445,2.235,1.3711111111111112,1.0575,1.6455555555555557,1.4994444444444444,1.1166666666666667,1.2802777777777778,2.968611111111111,1.5344444444444445,2.582222222222222,1.7522222222222221,0.7825,1.1769444444444443,0.9619444444444445,4.023888888888889,1.2422222222222221,2.0594444444444444,2.4763888888888888,1.3566666666666667,1.255,1.5627777777777778,0.8586111111111111,3.894722222222222,2.0838888888888887,1.8322222222222222
Písek,1.5041666666666667,3.121111111111111,2.4691666666666667,3.968611111111111,1.3572222222222223,2.468888888888889,0.7425,2.4966666666666666,2.3530555555555557,2.582222222222222,3.366388888888889,4.060555555555555,1.7236111111111112,2.270277777777778,4.052222222222222,3.9322222222222223,1.7777777777777777,4.371944444444445,2.4163888888888887,2.250277777777778,2.476111111111111,2.442222222222222,2.0744444444444445,2.93,3.1558333333333333,2.696388888888889,2.2311111111111113,0.8025,2.8452777777777776,2.223888888888889,0.8577777777777778,0.0,2.9466666666666668,4.1475,2.578333333333333,1.4677777777777778,3.915277777777778,3.9427777777777777,3.335,2.4219444444444442,4.171388888888889,2.2311111111111113,2.387777777777778,3.661111111111111,2.635,4.476666666666667,2.4425,0.39166666666666666,3.8930555555555557,3.8444444444444446,2.1694444444444443,2.1475,3.988888888888889,2.8355555555555556,1.4894444444444443,2.9366666666666665,2.0727777777777776,1.7591666666666668,2.3472222222222223,2.201111111111111,1.8186111111111112,1.9822222222222223,3.0883333333333334,2.236111111111111,3.0308333333333333,2.453888888888889,1.4844444444444445,1.8788888888888888,1.6636111111111112,4.066388888888889,1.9922222222222221,2.761111111111111,3.1780555555555554,2.058333333333333,1.9566666666666668,2.2644444444444445,1.295,4.014722222222222,2.5966666666666667,1.0802777777777777
Kroměříž,2.5080555555555555,0.7791666666666667,0.7347222222222223,1.2197222222222222,3.225277777777778,3.348333333333333,2.7019444444444445,2.4988888888888887,3.290277777777778,2.462222222222222,0.5758333333333333,1.3116666666666668,2.828611111111111,3.375,1.3033333333333332,1.1833333333333333,1.4466666666666668,1.6233333333333333,3.3538888888888887,3.355277777777778,3.7466666666666666,3.3216666666666668,2.953888888888889,0.5608333333333333,0.365,3.5494444444444446,1.4058333333333333,2.3133333333333335,1.3680555555555556,2.4730555555555553,2.832222222222222,2.939722222222222,0.0,1.398611111111111,0.6544444444444445,2.505,1.1244444444444444,1.386111111111111,0.6733333333333333,0.8991666666666667,1.4225,3.1683333333333334,3.492777777777778,0.9122222222222223,2.3494444444444444,1.7136111111111112,3.9655555555555555,3.2583333333333333,1.1025,1.0958333333333334,2.348888888888889,1.5180555555555555,1.2402777777777778,0.9827777777777778,2.7030555555555558,2.9805555555555556,3.01,2.638611111111111,3.4522222222222223,3.306111111111111,2.8658333333333332,3.0869444444444443,0.29777777777777775,3.341111111111111,1.4644444444444444,3.1130555555555555,2.2447222222222223,2.8161111111111112,2.768611111111111,1.5772222222222223,3.0327777777777776,2.8358333333333334,4.0311111111111115,2.7952777777777778,2.6725,3.1438888888888887,3.0413888888888887,1.2658333333333334,3.8905555555555558,3.1491666666666664
Orlová,3.7247222222222223,1.2527777777777778,1.9513888888888888,0.3458333333333333,4.441944444444444,4.259444444444444,3.9186111111111113,2.992777777777778,4.442222222222222,2.9563888888888887,1.7016666666666667,0.20222222222222222,4.045277777777778,4.710555555555556,0.8127777777777778,0.4777777777777778,2.6633333333333336,0.24333333333333335,4.505833333333333,4.571944444444444,4.963333333333333,4.232777777777778,3.9180555555555556,1.3572222222222223,1.0944444444444446,4.5136111111111115,2.6225,3.53,2.584722222222222,3.3722222222222222,4.0488888888888885,4.1563888888888885,1.4225,0.0,1.8711111111111112,3.7216666666666667,1.4166666666666667,1.88,1.7619444444444445,2.1158333333333332,0.44916666666666666,4.320277777777778,4.783333333333333,0.7641666666666667,2.915,1.1388888888888888,5.182222222222222,4.475,1.1011111111111112,0.7480555555555556,3.567222222222222,2.848888888888889,0.34055555555555556,2.1036111111111113,3.919722222222222,3.4747222222222223,4.164444444444444,3.6691666666666665,4.668888888888889,4.522777777777778,4.017777777777778,4.303888888888889,1.4236111111111112,4.518888888888889,1.958611111111111,3.6069444444444443,3.461388888888889,3.9469444444444446,3.9852777777777777,1.3375,4.249444444444444,3.3297222222222222,4.4383333333333335,3.430277777777778,3.3075,3.9619444444444443,4.258055555555556,0.5675,5.107222222222222,4.365833333333334
Líšeň,2.1433333333333335,0.8427777777777777,0.26944444444444443,1.6902777777777778,2.8608333333333333,2.983611111111111,2.337222222222222,2.3408333333333333,2.9255555555555555,2.1933333333333334,1.0880555555555556,1.7822222222222222,2.463888888888889,3.0105555555555554,1.7738888888888888,1.653888888888889,1.0819444444444444,2.093888888888889,2.9891666666666667,2.9905555555555554,3.3819444444444446,2.9569444444444444,2.589166666666667,0.6519444444444444,0.8775,3.1847222222222222,1.041111111111111,1.948611111111111,0.9975,2.108611111111111,2.4675,2.575,0.6683333333333333,1.8691666666666666,0.0,2.140277777777778,1.6369444444444445,1.4836111111111112,1.0566666666666666,0.45055555555555554,1.8930555555555555,2.803611111111111,3.1280555555555556,1.3827777777777779,1.9847222222222223,2.198611111111111,3.6008333333333336,2.8938888888888887,1.6147222222222222,1.5663888888888888,1.9841666666666666,1.1536111111111111,1.7108333333333334,0.5147222222222222,2.3383333333333334,2.8536111111111113,2.645277777777778,2.273888888888889,3.0875,2.941388888888889,2.5011111111111113,2.7225,0.81,2.9763888888888888,1.2747222222222223,2.955,1.88,2.451388888888889,2.403888888888889,1.7883333333333333,2.6680555555555556,2.6777777777777776,3.6663888888888887,2.4305555555555554,2.307777777777778,2.779166666666667,2.6766666666666667,1.736388888888889,3.5258333333333334,2.7847222222222223
Břevnov,0.2086111111111111,2.7152777777777777,2.0633333333333335,3.562777777777778,0.9380555555555555,1.2677777777777777,1.7383333333333333,1.3627777777777779,1.0097222222222222,1.448611111111111,2.9605555555555556,3.6547222222222224,0.48527777777777775,1.0316666666666667,3.6463888888888887,3.526388888888889,1.3719444444444444,3.966388888888889,1.0730555555555557,1.0119444444444445,1.4011111111111112,1.241111111111111,0.8733333333333333,2.5244444444444443,2.75,1.3530555555555555,1.8252777777777778,1.2719444444444445,2.5425,1.0372222222222223,0.8080555555555555,1.5183333333333333,2.5408333333333335,3.7416666666666667,2.1725,0.0,3.5094444444444446,2.9208333333333334,2.9291666666666667,2.016111111111111,3.7655555555555558,0.8877777777777778,1.1494444444444445,3.2552777777777777,1.5205555555555557,3.983888888888889,1.62,1.5877777777777777,3.487222222222222,3.438888888888889,1.1980555555555557,1.7416666666666667,3.5833333333333335,2.4297222222222223,0.41555555555555557,1.8027777777777778,0.7294444444444445,0.5580555555555555,1.1086111111111112,0.9627777777777777,0.58,0.7436111111111111,2.6825,0.9975,2.15,1.2527777777777778,0.5038888888888889,0.5352777777777777,0.425,3.5919444444444446,0.6872222222222222,1.6275,1.8347222222222221,0.9247222222222222,0.8227777777777778,1.0633333333333332,0.7538888888888889,3.608888888888889,1.545,2.1858333333333335
Vsetín,3.4955555555555557,1.2619444444444445,1.7222222222222223,1.2447222222222223,4.212777777777778,4.268611111111111,3.6894444444444443,3.0019444444444443,4.277777777777778,2.9652777777777777,0.7002777777777778,1.3488888888888888,3.8161111111111112,4.362777777777778,1.4469444444444444,1.0122222222222221,2.4341666666666666,1.426111111111111,4.341388888888889,4.342777777777778,4.734166666666667,4.241944444444444,3.9272222222222224,1.3663888888888889,1.113888888888889,4.522777777777778,2.3933333333333335,3.3008333333333333,2.3555555555555556,3.381388888888889,3.819722222222222,3.9272222222222224,1.158611111111111,1.425,1.6419444444444444,3.4925,0.0,1.8891666666666667,1.2447222222222223,1.8866666666666667,1.2513888888888889,4.155833333333334,4.480277777777777,0.7169444444444445,2.924166666666667,1.8572222222222223,4.953055555555555,4.245833333333334,0.39361111111111113,0.8652777777777778,3.336388888888889,2.5055555555555555,1.383888888888889,1.9702777777777778,3.6905555555555556,3.483888888888889,3.9975,3.6783333333333332,4.439722222222223,4.293611111111111,3.8533333333333335,4.074722222222222,0.9347222222222222,4.328611111111111,1.9675,3.616111111111111,3.232222222222222,3.803611111111111,3.756111111111111,1.873888888888889,4.020277777777777,3.338888888888889,4.920833333333333,3.4394444444444443,3.316666666666667,3.971111111111111,4.028888888888889,1.4094444444444445,4.878055555555555,4.136666666666667
Šumperk,2.918888888888889,0.7563888888888889,1.5002777777777778,1.6580555555555556,3.7316666666666665,3.2180555555555554,3.6663888888888887,1.893888888888889,3.4008333333333334,1.915,1.6425,1.7502777777777778,3.334722222222222,3.6691666666666665,1.5327777777777778,1.6216666666666666,2.3916666666666666,2.0616666666666665,3.4644444444444447,3.7469444444444444,4.252777777777778,3.191388888888889,2.8766666666666665,0.9061111111111111,1.0352777777777777,3.4722222222222223,2.171388888888889,3.2780555555555555,2.133611111111111,2.3308333333333335,3.428611111111111,3.9044444444444446,1.3633333333333333,1.8369444444444445,1.42,2.9294444444444445,1.8041666666666667,0.0,1.7025,1.6647222222222222,1.8608333333333333,3.278888888888889,3.7419444444444445,1.3505555555555555,1.8736111111111111,1.3105555555555555,4.471666666666667,4.223055555555556,1.488611111111111,1.5341666666666667,2.5258333333333334,1.7816666666666667,1.678611111111111,1.5483333333333333,3.2091666666666665,1.9122222222222223,3.1230555555555557,2.6277777777777778,3.818888888888889,3.6977777777777776,2.9763888888888888,3.4786111111111113,1.3644444444444443,3.4775,0.8913888888888889,2.5655555555555556,2.923888888888889,2.9055555555555554,3.1777777777777776,0.9186111111111112,3.5388888888888888,2.2711111111111113,3.870277777777778,2.388888888888889,2.266111111111111,2.9205555555555556,3.5475,1.7041666666666666,4.3966666666666665,4.113888888888889
Uherské Hradiště,2.9019444444444447,1.1372222222222221,1.1283333333333334,1.5777777777777777,3.6191666666666666,3.7419444444444445,3.0955555555555554,2.8569444444444443,3.6841666666666666,2.8202777777777777,0.6588888888888889,1.6697222222222223,3.2225,3.7688888888888887,1.6613888888888888,1.541388888888889,1.8402777777777777,1.9813888888888889,3.7475,3.7491666666666665,4.140555555555555,3.7152777777777777,3.3475,1.0544444444444445,0.7230555555555556,3.9430555555555555,1.7994444444444444,2.7069444444444444,1.7619444444444445,2.8669444444444445,3.2258333333333336,3.3333333333333335,0.6852777777777778,1.7566666666666666,1.0480555555555555,2.8986111111111112,1.2316666666666667,1.7441666666666666,0.0,1.2930555555555556,1.7805555555555554,3.562222222222222,3.8866666666666667,1.2702777777777778,2.7430555555555554,2.0716666666666668,4.359166666666667,3.652222222222222,1.4197222222222223,1.4538888888888888,2.742777777777778,1.9119444444444444,1.5983333333333334,1.4258333333333333,3.0966666666666667,3.338611111111111,3.403888888888889,3.0322222222222224,3.845833333333333,3.7,3.2594444444444446,3.4808333333333334,0.4177777777777778,3.734722222222222,1.8225,3.471111111111111,2.638611111111111,3.209722222222222,3.1622222222222223,1.9352777777777779,3.426388888888889,3.193888888888889,4.425,3.188888888888889,3.0661111111111112,3.5375,3.435,1.623888888888889,4.2844444444444445,3.5430555555555556
Bystrc,2.0027777777777778,1.0525,0.31833333333333336,1.9,2.72,2.8427777777777776,2.196388888888889,2.2730555555555556,2.7847222222222223,2.0525,1.2977777777777777,1.9919444444444445,2.3233333333333333,2.8697222222222223,1.9836111111111112,1.863611111111111,0.9411111111111111,2.303611111111111,2.848333333333333,2.85,3.241388888888889,2.8161111111111112,2.4483333333333333,0.8613888888888889,1.0872222222222223,3.043888888888889,0.9002777777777777,1.8077777777777777,1.0016666666666667,1.9677777777777778,2.3266666666666667,2.4341666666666666,0.8780555555555556,2.078888888888889,0.45666666666666667,1.9994444444444444,1.8466666666666667,1.6933333333333334,1.2663888888888888,0.0,2.102777777777778,2.6630555555555557,2.9875,1.5925,1.843888888888889,2.408333333333333,3.46,2.7530555555555556,1.8244444444444445,1.7758333333333334,1.843611111111111,1.0127777777777778,1.9205555555555556,0.58,2.1975,2.8355555555555556,2.504722222222222,2.1330555555555555,2.9466666666666668,2.8005555555555555,2.3602777777777777,2.5816666666666666,1.0197222222222222,2.8355555555555556,1.2566666666666666,2.7680555555555557,1.7391666666666667,2.3105555555555557,2.2630555555555554,1.9980555555555555,2.527222222222222,2.6172222222222223,3.5258333333333334,2.289722222222222,2.1669444444444443,2.638333333333333,2.535833333333333,1.9461111111111111,3.3852777777777776,2.6438888888888887
Český Těšín,3.8505555555555557,1.3783333333333334,2.0769444444444445,0.5897222222222223,4.567777777777778,4.385277777777778,4.0441666666666665,3.118611111111111,4.567777777777778,3.0819444444444444,1.7794444444444444,0.4747222222222222,4.171111111111111,4.836388888888889,1.0302777777777778,0.315,2.7888888888888888,0.3269444444444444,4.631388888888889,4.697777777777778,5.089166666666666,4.358611111111111,4.043611111111111,1.4827777777777778,1.2202777777777778,4.639166666666667,2.7480555555555557,3.6555555555555554,2.7105555555555556,3.497777777777778,4.174444444444444,4.281944444444444,1.5483333333333333,0.44555555555555554,1.9966666666666666,3.8472222222222223,1.2444444444444445,2.0055555555555555,1.8875,2.2416666666666667,0.0,4.446111111111111,4.909166666666667,0.5916666666666667,3.0405555555555557,1.3563888888888889,5.307777777777778,4.600833333333333,0.9288888888888889,0.5755555555555556,3.6927777777777777,2.9747222222222223,0.6516666666666666,2.2294444444444443,4.045277777777778,3.600277777777778,4.290277777777778,3.794722222222222,4.794444444444444,4.648611111111111,4.1433333333333335,4.429444444444444,1.5494444444444444,4.644444444444445,2.0841666666666665,3.7325,3.587222222222222,4.072777777777778,4.110833333333333,1.555,4.375,3.455277777777778,4.708333333333333,3.556111111111111,3.4330555555555557,4.087777777777778,4.383611111111111,0.7525,5.233055555555556,4.491666666666666
Litoměřice,0.8425,3.2288888888888887,2.710277777777778,4.130833333333333,1.7127777777777777,1.3947222222222222,2.3852777777777776,1.7008333333333334,0.4872222222222222,1.7863888888888888,3.6075,4.222777777777778,0.9275,0.7097222222222223,4.214444444444444,4.094444444444444,2.0188888888888887,4.5344444444444445,0.505,0.9266666666666666,1.668611111111111,1.5191666666666668,1.0822222222222222,3.171111111111111,3.5077777777777777,0.6691666666666667,2.4722222222222223,1.9188888888888889,3.1894444444444443,1.3752777777777778,1.5408333333333333,2.251388888888889,3.187777777777778,4.309722222222222,2.8194444444444446,0.8605555555555555,4.1563888888888885,3.258888888888889,3.576111111111111,2.6630555555555557,4.333611111111111,0.0,0.7825,3.8233333333333333,1.8586111111111112,4.321944444444444,1.8736111111111111,2.3205555555555555,3.961388888888889,4.006944444444445,1.5361111111111112,2.388611111111111,4.151388888888889,3.0766666666666667,1.1905555555555556,2.140833333333333,0.6313888888888889,0.8936111111111111,0.8594444444444445,0.8980555555555556,0.5922222222222222,0.6522222222222223,3.3294444444444444,0.5180555555555556,2.4880555555555555,1.5797222222222222,1.1516666666666666,0.7672222222222222,0.6819444444444445,3.9297222222222223,1.1211111111111112,1.9652777777777777,1.1511111111111112,1.2625,1.1608333333333334,1.341388888888889,1.5286111111111111,4.176944444444445,1.798888888888889,2.832777777777778
Litvínov,1.3091666666666666,3.6955555555555555,3.031388888888889,4.597222222222222,1.9205555555555556,2.1605555555555553,2.706111111111111,2.167222222222222,0.6125,2.2530555555555556,3.9283333333333332,4.689444444444445,1.0697222222222222,0.28194444444444444,4.680833333333333,4.560833333333333,2.339722222222222,5.0008333333333335,0.38055555555555554,0.43083333333333335,1.1727777777777777,2.0455555555555556,1.6777777777777778,3.4922222222222223,3.7177777777777776,1.4044444444444444,2.7930555555555556,2.2397222222222224,3.5102777777777776,1.8416666666666666,1.6855555555555555,2.3958333333333335,3.508611111111111,4.776111111111111,3.1405555555555558,1.1933333333333334,4.477222222222222,3.725277777777778,3.8969444444444443,2.983888888888889,4.8,0.7916666666666666,0.0,4.289722222222222,2.325,4.788333333333333,1.3777777777777778,2.465,4.427777777777778,4.473333333333334,2.0025,2.7094444444444443,4.6177777777777775,3.3975,1.3155555555555556,2.607222222222222,1.0980555555555556,1.3602777777777777,0.3636111111111111,0.6997222222222222,1.058888888888889,0.5516666666666666,3.6502777777777777,0.34944444444444445,2.9544444444444444,2.0572222222222223,1.4644444444444444,1.2336111111111112,0.8638888888888889,4.396388888888889,1.1016666666666666,2.4319444444444445,1.8341666666666667,1.7291666666666667,1.6272222222222221,1.8677777777777778,1.653888888888889,4.6433333333333335,1.3030555555555556,3.153611111111111
Nový Jičín,3.3644444444444446,0.8925,1.5911111111111111,0.5955555555555555,4.081666666666667,3.8991666666666664,3.558333333333333,2.6325,4.081944444444445,2.596111111111111,1.2669444444444444,0.6997222222222222,3.685,4.350555555555555,0.8172222222222222,0.3630555555555556,2.3030555555555554,0.7769444444444444,4.145555555555555,4.211666666666667,4.603055555555556,3.8725,3.557777777777778,0.9969444444444444,0.7341666666666666,4.153333333333333,2.2622222222222224,3.169722222222222,2.2244444444444444,3.0119444444444445,3.6886111111111113,3.796111111111111,1.0622222222222222,0.7758333333333334,1.5108333333333333,3.361388888888889,0.7008333333333333,1.5197222222222222,1.4016666666666666,1.7555555555555555,0.6022222222222222,3.96,4.423055555555556,0.0,2.5547222222222223,1.2277777777777779,4.821944444444444,4.114722222222222,0.38555555555555554,0.2752777777777778,3.2069444444444444,2.488611111111111,0.7597222222222222,1.7433333333333334,3.5594444444444444,3.1144444444444446,3.8041666666666667,3.3088888888888888,4.308611111111111,4.1625,3.6575,3.943611111111111,1.0633333333333332,4.158611111111111,1.5983333333333334,3.2466666666666666,3.101111111111111,3.5866666666666664,3.625,1.2683333333333333,3.8891666666666667,2.9694444444444446,4.551388888888889,3.07,2.9472222222222224,3.6016666666666666,3.897777777777778,0.7852777777777777,4.746944444444445,4.0055555555555555
Chrudim,1.5591666666666666,1.8269444444444445,1.8722222222222222,2.7286111111111113,2.3716666666666666,1.8583333333333334,2.3875,0.5841666666666666,2.0411111111111113,0.35888888888888887,2.7130555555555556,2.8208333333333333,1.975,2.3094444444444444,2.812222222222222,2.692222222222222,1.1711111111111112,3.132222222222222,2.1044444444444443,2.3869444444444445,2.8930555555555557,1.8316666666666668,1.5166666666666666,1.9766666666666666,2.1058333333333334,2.112222222222222,1.5775,1.998888888888889,2.341388888888889,0.9483333333333334,2.068611111111111,2.625277777777778,2.3494444444444444,2.9075,1.9813888888888889,1.5697222222222222,2.874722222222222,1.8566666666666667,2.7377777777777776,1.8247222222222221,2.931388888888889,1.9191666666666667,2.382222222222222,2.421111111111111,0.0,2.919722222222222,3.1119444444444446,2.944166666666667,2.5591666666666666,2.604722222222222,0.8241666666666667,0.8377777777777777,2.7491666666666665,1.8344444444444445,1.8494444444444444,1.103888888888889,1.7633333333333334,1.2677777777777777,2.4588888888888887,2.3377777777777777,1.6163888888888889,2.118888888888889,2.435,2.1175,1.0858333333333334,1.2055555555555555,1.585,1.5458333333333334,1.8177777777777777,2.5277777777777777,2.178888888888889,0.9283333333333333,2.5105555555555554,1.0291666666666666,0.9063888888888889,1.5608333333333333,2.1875,2.774722222222222,3.0369444444444444,2.835
Krnov,3.9547222222222222,1.3883333333333334,2.2530555555555556,0.9886111111111111,4.767222222222222,4.253611111111111,4.220277777777778,2.987222222222222,4.436388888888889,2.9505555555555554,2.0130555555555554,1.0663888888888888,4.370555555555556,4.705,0.4772222222222222,1.1255555555555556,2.965,1.3780555555555556,4.5,4.7825,5.288611111111111,4.226944444444444,3.9122222222222223,1.6588888888888889,1.4058333333333333,4.507777777777778,2.924166666666667,3.8316666666666666,2.8866666666666667,3.366388888888889,4.464166666666666,4.458055555555555,1.7338888888888888,1.1533333333333333,2.1727777777777777,3.9652777777777777,1.8077777777777777,1.2980555555555555,2.0733333333333333,2.417777777777778,1.368611111111111,4.314444444444445,4.777777777777778,1.218888888888889,2.9091666666666667,0.0,5.5072222222222225,4.776944444444444,1.4922222222222221,1.3033333333333332,3.5613888888888887,2.8430555555555554,1.0091666666666668,2.4055555555555554,4.244722222222222,2.672222222222222,4.158888888888889,3.6633333333333336,4.854444444444445,4.733333333333333,4.0119444444444445,4.514166666666667,1.735,4.513055555555556,1.9527777777777777,3.601111111111111,3.9594444444444443,3.941388888888889,4.213333333333333,0.4363888888888889,4.5744444444444445,3.245833333333333,4.151666666666666,3.424722222222222,3.3016666666666667,3.9563888888888887,4.583055555555555,0.8330555555555555,5.4325,4.667777777777777
Sokolov,1.8252777777777778,4.144166666666667,3.4922222222222223,4.991666666666666,1.2663888888888888,2.8844444444444446,3.0530555555555554,2.9030555555555555,1.7994444444444444,2.988888888888889,4.389444444444444,5.083611111111111,1.5811111111111111,1.3266666666666667,5.075,4.955,2.8008333333333333,5.395,1.6166666666666667,1.045,0.30916666666666665,2.8577777777777778,2.4902777777777776,3.9530555555555558,4.178888888888889,2.4869444444444446,3.254166666666667,2.700833333333333,3.971111111111111,2.5775,2.236666666666667,2.4338888888888888,3.9694444444444446,5.170277777777778,3.6013888888888888,1.6466666666666667,4.9383333333333335,4.461111111111111,4.357777777777778,3.444722222222222,5.194166666666667,1.8741666666666668,1.3858333333333333,4.684166666666667,3.0608333333333335,5.524166666666667,0.0,2.3533333333333335,4.916111111111111,4.8675,2.7797222222222224,3.1705555555555556,5.0119444444444445,3.858611111111111,1.7802777777777778,3.3430555555555554,1.9211111111111112,2.174722222222222,1.1211111111111112,1.2191666666666667,1.7661111111111112,1.3430555555555554,4.1113888888888885,1.433888888888889,3.6902777777777778,2.8697222222222223,1.9252777777777779,2.0630555555555556,1.533611111111111,5.1322222222222225,1.2502777777777778,3.167777777777778,2.968888888888889,2.465,2.3630555555555555,2.68,1.496388888888889,5.0375,0.275,3.390833333333333
Strakonice,1.593611111111111,3.4808333333333334,2.828888888888889,4.328055555555555,1.2830555555555556,2.558333333333333,0.8858333333333334,2.5861111111111112,2.4425,2.6719444444444442,3.7258333333333336,4.42,1.8133333333333332,2.359722222222222,4.411666666666667,4.291666666666667,2.1372222222222224,4.7316666666666665,2.506111111111111,2.34,2.4019444444444447,2.5316666666666667,2.1638888888888888,3.289722222222222,3.515277777777778,2.785833333333333,2.5941666666666667,1.1619444444444444,2.953611111111111,2.3027777777777776,0.9472222222222222,0.4097222222222222,3.306111111111111,4.506944444444445,2.9380555555555556,1.5572222222222223,4.2747222222222225,4.302222222222222,3.6944444444444446,2.781388888888889,4.530833333333334,2.3205555555555555,2.4775,4.020555555555555,2.743888888888889,4.836388888888889,2.368333333333333,0.0,4.2525,4.204166666666667,2.475277777777778,2.5069444444444446,4.348611111111111,3.195,1.5791666666666666,3.026111111111111,2.1622222222222223,1.8486111111111112,2.4366666666666665,2.2905555555555557,1.9080555555555556,2.0716666666666668,3.4477777777777776,2.3255555555555554,3.3905555555555558,2.5433333333333334,1.573888888888889,1.9683333333333333,1.7530555555555556,4.426111111111111,2.0819444444444444,2.8508333333333336,3.2675,2.1480555555555556,2.046111111111111,2.3538888888888887,1.2202777777777778,4.3741666666666665,2.5225,1.2236111111111112
Valašské Meziříčí,3.47,0.9569444444444445,1.6966666666666668,0.94,4.1875,3.963611111111111,3.6638888888888888,2.6972222222222224,4.146388888888889,2.6605555555555553,0.9680555555555556,1.0441666666666667,3.7908333333333335,4.3372222222222225,1.1422222222222222,0.7075,2.408611111111111,1.1211111111111112,4.21,4.3175,4.708611111111111,3.937222222222222,3.6222222222222222,1.061388888888889,0.7986111111111112,4.217777777777778,2.367777777777778,3.2752777777777777,2.33,3.076388888888889,3.7941666666666665,3.901666666666667,1.1333333333333333,1.1202777777777777,1.6163888888888889,3.4669444444444446,0.40194444444444444,1.5841666666666667,1.4380555555555556,1.861388888888889,0.9466666666666667,4.024444444444445,4.487777777777778,0.41194444444444445,2.6191666666666666,1.5525,4.9275,4.220555555555555,0.0,0.5605555555555556,3.2713888888888887,2.480277777777778,1.0788888888888888,1.8080555555555555,3.665,3.178888888888889,3.868888888888889,3.3733333333333335,4.414166666666667,4.268055555555556,3.7219444444444445,4.049166666666666,1.0855555555555556,4.223055555555556,1.6627777777777777,3.311111111111111,3.2066666666666666,3.651388888888889,3.7305555555555556,1.568888888888889,3.9947222222222223,3.033888888888889,4.615833333333334,3.1347222222222224,3.0116666666666667,3.6663888888888887,4.003333333333333,1.1047222222222222,4.852777777777778,4.1113888888888885
Kopřivnice,3.544722222222222,1.0727777777777778,1.771388888888889,0.5813888888888888,4.262222222222222,4.079444444444444,3.738611111111111,2.812777777777778,4.262222222222222,2.776388888888889,1.4305555555555556,0.6855555555555556,3.8655555555555554,4.530833333333334,0.9147222222222222,0.3488888888888889,2.4833333333333334,0.7627777777777778,4.325833333333334,4.392222222222222,4.783333333333333,4.052777777777778,3.7380555555555555,1.1772222222222222,0.9144444444444444,4.333611111111111,2.4425,3.35,2.4047222222222224,3.192222222222222,3.868888888888889,3.9763888888888888,1.2425,0.7616666666666667,1.691111111111111,3.5416666666666665,0.8644444444444445,1.7,1.5819444444444444,1.9361111111111111,0.5880555555555556,4.1402777777777775,4.6033333333333335,0.3055555555555556,2.735,1.2994444444444444,5.002222222222223,4.295277777777778,0.5488888888888889,0.0,3.3872222222222224,2.668888888888889,0.7825,1.923888888888889,3.7397222222222224,3.294722222222222,3.984722222222222,3.4891666666666667,4.488888888888889,4.342777777777778,3.8377777777777777,4.123888888888889,1.243611111111111,4.338888888888889,1.7786111111111111,3.4269444444444446,3.281388888888889,3.7669444444444444,3.805277777777778,1.3733333333333333,4.069444444444445,3.149722222222222,4.7316666666666665,3.250277777777778,3.1275,3.7822222222222224,4.078055555555555,0.7444444444444445,4.9275,4.186111111111111
