,Prague,Olomouc,Brno,Ostrava,Plzeň,Liberec,České Budějovice,Hradec Králové,Ústí nad Labem,Pardubice,Zlín,Havířov,Kladno,Most,Opava,Frýdek-Místek,Jihlava,Karviná,Teplice,Chomutov,Karlovy Vary,Jablonec nad Nisou,Mladá Boleslav,Prostějov,Přerov,Česká Lípa,Třebíč,Tábor,Znojmo,Kolín,Příbram,Písek,Kroměříž,Orlová,Líšeň,Břevnov,Vsetín,Šumperk,Uherské Hradiště,Bystrc,Český Těšín,Litoměřice,Litvínov,Nový Jičín,Chrudim,Krnov,Sokolov,Strakonice,Valašské Meziříčí,Kopřivnice,Kutná Hora,Žďár nad Sázavou,Bohumín,Blansko,Beroun,Náchod,Mělník,Brandýs nad Labem-Stará Boleslav,Jirkov,Žatec,Kralupy nad Vltavou,Louny,Otrokovice,Bílina,Svitavy,Jičín,Říčany,Neratovice,Slaný,Bruntál,Rakovník,Dvůr Králové nad Labem,Varnsdorf,Nymburk,Poděbrady,Turnov,Rokycany,Hlučín,Chodov,Český Krumlov
Zlín,2.9355555555555557,1.071388888888889,1.1622222222222223,1.5119444444444445,3.6530555555555555,4.0575,3.1294444444444443,2.7911111111111113,3.7177777777777776,2.7544444444444443,0.0,1.603888888888889,3.256388888888889,3.8027777777777776,1.5955555555555556,1.5491666666666666,1.8741666666666668,1.9630555555555556,3.781388888888889,3.7830555555555554,4.174444444444444,4.030833333333334,3.381388888888889,0.9883333333333333,0.6572222222222223,3.9769444444444444,1.8333333333333333,2.7408333333333332,1.7955555555555556,2.9008333333333334,3.2597222222222224,3.3672222222222223,0.5988888888888889,1.6908333333333334,1.0819444444444444,2.9325,0.6911111111111111,1.6780555555555556,0.6627777777777778,1.3269444444444445,1.7883333333333333,3.595833333333333,3.9205555555555556,1.2833333333333334,2.7130555555555556,2.0058333333333334,4.393055555555556,3.686111111111111,0.9597222222222223,1.4316666666666666,2.776666666666667,1.9458333333333333,1.5325,1.4105555555555556,3.1305555555555555,3.272777777777778,3.4375,3.0661111111111112,3.879722222222222,3.733611111111111,3.2933333333333334,3.5147222222222223,0.3527777777777778,3.768611111111111,1.7566666666666666,3.405,2.672222222222222,3.243611111111111,3.196111111111111,1.8694444444444445,3.460277777777778,3.1277777777777778,4.709722222222222,3.2286111111111113,3.1055555555555556,3.7602777777777776,3.468888888888889,1.5580555555555555,4.318333333333333,3.5769444444444445
Havířov,3.6597222222222223,1.1877777777777778,1.886388888888889,0.2975,4.377222222222223,4.194444444444445,3.8536111111111113,2.9277777777777776,4.377222222222223,2.891388888888889,1.6366666666666667,0.0,3.980277777777778,4.645833333333333,0.7477777777777778,0.36138888888888887,2.598333333333333,0.3938888888888889,4.440833333333333,4.506944444444445,4.898333333333333,4.167777777777777,3.8530555555555557,1.2922222222222222,1.0294444444444444,4.448611111111111,2.5575,3.465,2.519722222222222,3.3072222222222223,3.983888888888889,4.091388888888889,1.3575,0.20472222222222222,1.806111111111111,3.6566666666666667,1.366111111111111,1.815,1.6969444444444444,2.0508333333333333,0.4988888888888889,4.255277777777778,4.718333333333334,0.7136111111111111,2.85,1.073888888888889,5.117222222222222,4.410277777777778,1.0505555555555555,0.6975,3.502222222222222,2.783888888888889,0.5377777777777778,2.0388888888888888,3.854722222222222,3.4097222222222223,4.099722222222222,3.6041666666666665,4.603888888888889,4.457777777777777,3.952777777777778,4.238888888888889,1.3586111111111112,4.453888888888889,1.8936111111111111,3.5419444444444443,3.3963888888888887,3.8819444444444446,3.9202777777777778,1.2725,4.184444444444445,3.2647222222222223,4.560833333333333,3.3652777777777776,3.2425,3.8969444444444443,4.1930555555555555,0.49083333333333334,5.042222222222223,4.300833333333333
Kladno,0.6366666666666667,2.98,2.3280555555555558,3.8272222222222223,1.1958333333333333,1.705,2.0027777777777778,1.738888888888889,1.0408333333333333,1.8244444444444445,3.225,3.9191666666666665,0.0,0.9197222222222222,3.910833333333333,3.7908333333333335,1.636388888888889,4.230833333333333,1.0855555555555556,0.9,1.335,1.6783333333333332,1.3105555555555555,2.7888888888888888,3.0144444444444445,1.3822222222222222,2.089722222222222,1.5363888888888888,2.8069444444444445,1.4130555555555555,0.9822222222222222,1.6925,2.805277777777778,4.006111111111111,2.437222222222222,0.49,3.773888888888889,3.2969444444444442,3.193611111111111,2.2805555555555554,4.03,0.9188888888888889,1.0375,3.519722222222222,1.8966666666666667,4.3597222222222225,1.5538888888888889,1.7616666666666667,3.7516666666666665,3.703333333333333,1.6155555555555556,2.006111111111111,3.847777777777778,2.694166666666667,0.6033333333333334,2.178888888888889,0.7586111111111111,0.9952777777777778,0.9969444444444444,0.8508333333333333,0.5458333333333333,0.6319444444444444,2.9469444444444446,0.8858333333333334,2.526111111111111,1.6902777777777778,0.7611111111111111,0.9005555555555556,0.31055555555555553,3.9677777777777776,0.6211111111111111,2.0033333333333334,1.863888888888889,1.3005555555555555,1.198888888888889,1.5005555555555556,1.0116666666666667,3.8733333333333335,1.478888888888889,2.450277777777778
Most,1.2122222222222223,3.605,2.9033333333333333,4.506944444444445,1.6808333333333334,2.039722222222222,2.578333333333333,2.0769444444444445,0.6266666666666667,2.1625,3.8002777777777776,4.598888888888889,0.9416666666666667,0.0,4.5905555555555555,4.470555555555555,2.2116666666666664,4.910277777777778,0.4436111111111111,0.37777777777777777,1.1197222222222223,1.955,1.5872222222222223,3.3641666666666667,3.589722222222222,1.3141666666666667,2.665,2.111666666666667,3.382222222222222,1.751111111111111,1.5575,2.267777777777778,3.3805555555555555,4.685833333333333,3.0125,1.0652777777777778,4.349166666666667,3.635,3.7688888888888887,2.8558333333333334,4.709722222222222,0.7013888888888888,0.2786111111111111,4.1994444444444445,2.234722222222222,4.697777777777778,1.3247222222222221,2.3369444444444443,4.3375,4.382777777777778,1.9119444444444444,2.5816666666666666,4.5275,3.2694444444444444,1.1875,2.5169444444444444,1.0075,1.2697222222222222,0.31055555555555553,0.4597222222222222,0.9683333333333334,0.4236111111111111,3.522222222222222,0.2611111111111111,2.8641666666666667,1.9669444444444444,1.3363888888888888,1.1433333333333333,0.7358333333333333,4.305833333333333,0.9736111111111111,2.341388888888889,1.7958333333333334,1.638611111111111,1.5369444444444444,1.7772222222222223,1.6477777777777778,4.553055555555556,1.25,3.0255555555555556
Opava,3.6180555555555554,1.146111111111111,1.8447222222222222,0.6572222222222223,4.335555555555556,4.152777777777778,3.8119444444444444,2.886111111111111,4.335555555555556,2.8497222222222223,1.595,0.7347222222222223,3.9386111111111113,4.604166666666667,0.0,0.7938888888888889,2.5566666666666666,1.0463888888888888,4.399166666666667,4.465277777777778,4.8566666666666665,4.126111111111111,3.8113888888888887,1.2505555555555556,0.9877777777777778,4.406944444444444,2.515833333333333,3.4233333333333333,2.4780555555555557,3.2655555555555558,3.942222222222222,4.049722222222222,1.3158333333333334,0.8216666666666667,1.7644444444444445,3.615,1.3897222222222223,1.5175,1.6552777777777778,2.0091666666666668,1.0369444444444444,4.213611111111111,4.676666666666667,0.8008333333333333,2.808333333333333,0.4722222222222222,5.075555555555556,4.368611111111111,1.0741666666666667,0.9113888888888889,3.4605555555555556,2.7422222222222223,0.6775,1.9972222222222222,3.8130555555555556,3.091666666666667,4.057777777777778,3.5625,4.562222222222222,4.416111111111111,3.911111111111111,4.197222222222222,1.3169444444444445,4.412222222222222,1.8519444444444444,3.500277777777778,3.354722222222222,3.8402777777777777,3.8786111111111112,0.6561111111111111,4.142777777777778,3.2230555555555553,4.5713888888888885,3.323611111111111,3.200833333333333,3.855277777777778,4.151388888888889,0.5038888888888889,5.000555555555556,4.259166666666666
Frýdek-Místek,3.6230555555555557,1.1511111111111112,1.8497222222222223,0.3486111111111111,4.3405555555555555,4.157777777777778,3.8169444444444443,2.891111111111111,4.3405555555555555,2.854722222222222,1.5522222222222222,0.3447222222222222,3.943611111111111,4.609166666666667,0.7894444444444444,0.0,2.5616666666666665,0.5036111111111111,4.404166666666667,4.470555555555555,4.861666666666666,4.131111111111111,3.816388888888889,1.2555555555555555,0.9927777777777778,4.411944444444444,2.5208333333333335,3.4283333333333332,2.4830555555555556,3.2705555555555557,3.9472222222222224,4.054722222222222,1.3208333333333333,0.4716666666666667,1.7694444444444444,3.62,1.0169444444444444,1.7783333333333333,1.6602777777777777,2.0144444444444445,0.3288888888888889,4.2186111111111115,4.681666666666667,0.36444444444444446,2.8133333333333335,1.1155555555555556,5.080555555555556,4.373611111111111,0.7013888888888888,0.34833333333333333,3.4655555555555555,2.7472222222222222,0.5136111111111111,2.002222222222222,3.8180555555555555,3.3730555555555557,4.063055555555556,3.5675,4.567222222222222,4.421111111111111,3.9161111111111113,4.202222222222222,1.3219444444444444,4.417222222222223,1.8569444444444445,3.5052777777777777,3.359722222222222,3.8452777777777776,3.883611111111111,1.3141666666666667,4.147777777777778,3.2280555555555557,4.81,3.328611111111111,3.2058333333333335,3.8605555555555555,4.1563888888888885,0.5116666666666667,5.005833333333333,4.264444444444444
Jihlava,1.353611111111111,1.6155555555555556,0.9636111111111111,2.4627777777777777,2.0708333333333333,2.193888888888889,1.5475,1.601388888888889,2.1358333333333333,1.3808333333333334,1.8605555555555555,2.5547222222222223,1.6741666666666666,2.220833333333333,2.546388888888889,2.426388888888889,0.0,2.866388888888889,2.1994444444444445,2.200833333333333,2.5922222222222224,2.167222222222222,1.7994444444444444,1.4244444444444444,1.65,2.395,0.6272222222222222,1.1588888888888889,1.2886111111111112,1.3122222222222222,1.6777777777777778,1.7852777777777777,1.4408333333333334,2.6416666666666666,1.0727777777777778,1.3505555555555555,2.4094444444444445,2.4338888888888888,1.8291666666666666,0.9161111111111111,2.6655555555555557,2.013888888888889,2.3383333333333334,2.1552777777777776,1.1722222222222223,2.971111111111111,2.811111111111111,2.1041666666666665,2.3875,2.338888888888889,1.1880555555555556,0.6575,2.4833333333333334,1.3297222222222222,1.5486111111111112,2.120833333333333,1.8555555555555556,1.4841666666666666,2.2977777777777777,2.151666666666667,1.7113888888888888,1.9327777777777777,1.5825,2.1866666666666665,1.5222222222222221,2.1125,1.0902777777777777,1.6616666666666666,1.6141666666666667,2.5608333333333335,1.8783333333333334,1.9455555555555555,2.8766666666666665,1.6341666666666668,1.511388888888889,1.9894444444444443,1.8869444444444445,2.508888888888889,2.736111111111111,1.9947222222222223
Karviná,3.9522222222222223,1.4802777777777778,2.178888888888889,0.5733333333333334,4.669722222222222,4.486944444444444,4.146111111111111,3.2205555555555554,4.669722222222222,3.1838888888888888,1.9730555555555556,0.3938888888888889,4.273055555555556,4.9383333333333335,1.0402777777777779,0.5086111111111111,2.890833333333333,0.0,4.733333333333333,4.799722222222222,5.190833333333333,4.460277777777778,4.145555555555555,1.5847222222222221,1.3219444444444444,4.7411111111111115,2.85,3.7575,2.812222222222222,3.5997222222222223,4.276388888888889,4.3838888888888885,1.6502777777777777,0.24638888888888888,2.098611111111111,3.9491666666666667,1.4377777777777778,2.1075,1.9894444444444443,2.343611111111111,0.34833333333333333,4.547777777777778,5.011111111111111,0.7852777777777777,3.1425,1.3663888888888889,5.409722222222222,4.7027777777777775,1.1222222222222222,0.7691666666666667,3.794722222222222,3.076388888888889,0.4661111111111111,2.3313888888888887,4.147222222222222,3.7022222222222223,4.392222222222222,3.8966666666666665,4.896388888888889,4.750277777777778,4.245277777777778,4.5313888888888885,1.6511111111111112,4.746388888888889,2.186111111111111,3.8344444444444443,3.688888888888889,4.174444444444444,4.212777777777778,1.565,4.476944444444444,3.5572222222222223,4.555833333333333,3.6577777777777776,3.535,4.189722222222223,4.485555555555556,0.7394444444444445,5.335,4.5936111111111115
Teplice,1.0391666666666666,3.4255555555555555,2.9069444444444446,4.327222222222222,2.0505555555555555,1.7977777777777777,2.5816666666666666,1.8972222222222221,0.3238888888888889,1.9830555555555556,3.803888888888889,4.419444444444444,1.1291666666666667,0.46166666666666667,4.410833333333334,4.2908333333333335,2.2152777777777777,4.730833333333333,0.0,0.6786111111111112,1.4202777777777778,1.9525,1.4077777777777778,3.367777777777778,3.7044444444444444,1.1344444444444444,2.6686111111111113,2.1152777777777776,3.3858333333333333,1.5716666666666668,1.7372222222222222,2.4477777777777776,3.3841666666666668,4.506111111111111,3.016111111111111,1.0569444444444445,4.352777777777778,3.455277777777778,3.7725,2.8594444444444442,4.53,0.5216666666666666,0.3794444444444444,4.019722222222223,2.055,4.5183333333333335,1.6255555555555556,2.5169444444444444,4.157777777777778,4.203333333333333,1.7325,2.585,4.347777777777778,3.2730555555555556,1.375,2.337222222222222,0.8280555555555555,1.09,0.6113888888888889,0.8294444444444444,0.7888888888888889,0.6111111111111112,3.5258333333333334,0.2608333333333333,2.6844444444444444,1.7872222222222223,1.3480555555555556,0.9636111111111111,0.9233333333333333,4.126111111111111,1.1611111111111112,2.1619444444444444,1.4713888888888889,1.4591666666666667,1.3572222222222223,1.5977777777777777,1.7133333333333334,4.373333333333333,1.5505555555555555,3.029166666666667
Chomutov,1.1916666666666667,3.5347222222222223,2.8827777777777777,4.3822222222222225,1.6052777777777778,2.2533333333333334,2.557777777777778,2.178611111111111,0.8402777777777778,2.2641666666666667,3.78,4.474166666666667,0.9213888888888889,0.3675,4.465833333333333,4.345833333333333,2.191388888888889,4.785833333333334,0.6575,0.0,0.8372222222222222,2.0566666666666666,1.6891666666666667,3.343888888888889,3.5694444444444446,1.5277777777777777,2.644722222222222,2.091388888888889,3.3619444444444446,1.8530555555555555,1.5369444444444444,2.2475,3.3602777777777777,4.561111111111111,2.9919444444444445,1.045,4.328888888888889,3.736666666666667,3.748611111111111,2.8355555555555556,4.585,0.915,0.4266666666666667,4.074722222222222,2.336388888888889,4.799722222222222,1.0425,2.316666666666667,4.306666666666667,4.258333333333334,2.013611111111111,2.561111111111111,4.402777777777778,3.2491666666666665,1.1672222222222222,2.618611111111111,1.1027777777777779,1.371388888888889,0.16194444444444445,0.3844444444444444,0.9477777777777778,0.44166666666666665,3.5019444444444443,0.4747222222222222,2.9658333333333333,2.068611111111111,1.316111111111111,1.245,0.7155555555555555,4.4075,0.9447222222222222,2.4430555555555555,2.0097222222222224,1.7402777777777778,1.638611111111111,1.8788888888888888,1.5725,4.428333333333334,0.9675,3.0052777777777777
Karlovy Vary,1.5847222222222221,3.903611111111111,3.2516666666666665,4.7508333333333335,1.1602777777777777,2.6438888888888887,3.0166666666666666,2.6625,1.575,2.7480555555555557,4.148611111111111,4.842777777777778,1.3402777777777777,1.1022222222222222,4.834444444444444,4.714444444444444,2.560277777777778,5.154444444444445,1.3922222222222222,0.8205555555555556,0.0,2.6172222222222223,2.2494444444444444,3.7125,3.9380555555555556,2.262777777777778,3.013333333333333,2.46,3.7305555555555556,2.3369444444444443,1.9058333333333333,2.3975,3.7288888888888887,4.929722222222222,3.3608333333333333,1.4058333333333333,4.6975,4.220555555555555,4.117222222222222,3.2041666666666666,4.953611111111111,1.6497222222222223,1.1613888888888888,4.443333333333333,2.8202777777777777,5.283611111111111,0.29694444444444446,2.3169444444444443,4.6755555555555555,4.626944444444445,2.5391666666666666,2.93,4.771388888888889,3.617777777777778,1.5394444444444444,3.1025,1.6802777777777778,1.9341666666666666,0.8969444444444444,0.9786111111111111,1.5252777777777777,1.118611111111111,3.8705555555555557,1.2097222222222221,3.4497222222222224,2.628888888888889,1.6847222222222222,1.8225,1.2930555555555556,4.891388888888889,1.0097222222222222,2.9269444444444446,2.7444444444444445,2.2241666666666666,2.1225,2.4394444444444443,1.3905555555555555,4.796944444444445,0.22194444444444444,3.354722222222222
Jablonec nad Nisou,1.2047222222222222,3.158888888888889,2.863611111111111,4.060833333333333,2.075,0.2872222222222222,2.5383333333333336,1.5041666666666667,1.7044444444444444,1.716388888888889,4.045,4.152777777777778,1.6872222222222222,1.9519444444444445,4.144444444444445,4.024444444444445,2.1719444444444442,4.464444444444444,1.9366666666666668,2.0294444444444446,2.6133333333333333,0.0,0.5605555555555556,3.3088888888888888,3.437777777777778,0.9605555555555556,2.625277777777778,2.0719444444444446,3.3425,1.3305555555555555,1.7719444444444445,2.4825,3.3408333333333333,4.239722222222222,2.972777777777778,1.2122222222222223,4.206944444444445,3.188888888888889,3.7291666666666665,2.8161111111111112,4.2636111111111115,1.5138888888888888,2.024722222222222,3.7533333333333334,1.7886111111111112,4.251666666666667,2.8319444444444444,2.5516666666666667,3.891388888888889,3.9366666666666665,1.4913888888888889,2.5319444444444446,4.081388888888889,3.218611111111111,1.5527777777777778,1.9077777777777778,1.1736111111111112,0.7933333333333333,2.1013888888888888,1.9802777777777778,1.258888888888889,1.761111111111111,3.7669444444444444,1.76,2.4180555555555556,0.7372222222222222,1.2763888888888888,1.1530555555555555,1.4602777777777778,3.859722222222222,1.8991666666666667,1.4166666666666667,0.9636111111111111,0.9677777777777777,1.0691666666666666,0.3269444444444444,1.8908333333333334,4.106944444444444,2.757222222222222,2.9858333333333333
Mladá Boleslav,0.8333333333333334,2.818888888888889,2.4922222222222223,3.7205555555555554,1.7036111111111112,0.61,2.167222222222222,1.3291666666666666,1.3091666666666666,1.3763888888888889,3.3891666666666667,3.812777777777778,1.316111111111111,1.5805555555555555,3.8041666666666667,3.6841666666666666,1.8008333333333333,4.1241666666666665,1.3755555555555556,1.6580555555555556,2.2419444444444445,0.5836111111111111,0.0,2.968611111111111,3.097777777777778,0.7402777777777778,2.254166666666667,1.7005555555555556,2.971111111111111,0.9591666666666666,1.4005555555555556,2.111111111111111,2.9694444444444446,3.8994444444444443,2.6013888888888888,0.8408333333333333,3.8666666666666667,2.848611111111111,3.3577777777777778,2.444722222222222,3.9233333333333333,1.1097222222222223,1.6533333333333333,3.4130555555555557,1.4483333333333333,3.9116666666666666,2.4608333333333334,2.180277777777778,3.551111111111111,3.5966666666666667,1.12,2.257222222222222,3.741111111111111,2.8786111111111112,1.1813888888888888,1.7327777777777778,0.8097222222222222,0.42194444444444446,1.73,1.6088888888888888,0.8875,1.39,3.111111111111111,1.388611111111111,2.077777777777778,0.5913888888888889,0.905,0.7816666666666666,1.0888888888888888,3.519722222222222,1.5277777777777777,1.2416666666666667,1.2219444444444445,0.5963888888888889,0.6977777777777778,0.4058333333333333,1.5197222222222222,3.7666666666666666,2.3858333333333333,2.6144444444444446
Prostějov,2.4844444444444442,0.3283333333333333,0.7111111111111111,1.1758333333333333,3.2019444444444445,3.348611111111111,2.6783333333333332,2.082222222222222,3.2666666666666666,2.0455555555555556,0.9972222222222222,1.2677777777777777,2.805,3.3516666666666666,1.2594444444444444,1.1394444444444445,1.4230555555555555,1.5791666666666666,3.330277777777778,3.3316666666666666,3.7230555555555553,3.3222222222222224,3.007222222222222,0.0,0.5497222222222222,3.602777777777778,1.3822222222222222,2.289722222222222,1.3444444444444446,2.461388888888889,2.808611111111111,2.9161111111111113,0.5772222222222222,1.3547222222222222,0.6308333333333334,2.481388888888889,1.3219444444444444,0.9691666666666666,1.0572222222222223,0.8758333333333334,1.378611111111111,3.144722222222222,3.4691666666666667,0.8683333333333333,2.004166666666667,1.683888888888889,3.9419444444444443,3.235,1.006388888888889,1.0516666666666667,2.325277777777778,1.4947222222222223,1.196388888888889,0.8177777777777778,2.6794444444444445,2.563888888888889,2.986388888888889,2.7583333333333333,3.428611111111111,3.2825,2.8422222222222224,3.0636111111111113,0.7191666666666666,3.3175,1.0477777777777777,2.696111111111111,2.221111111111111,2.7925,2.745,1.273611111111111,3.0091666666666668,2.418888888888889,4.0008333333333335,2.519722222222222,2.3966666666666665,3.051388888888889,3.017777777777778,1.2219444444444445,3.8669444444444445,3.1258333333333335
Přerov,2.7291666666666665,0.4722222222222222,0.9555555555555556,0.9130555555555555,3.446388888888889,3.4586111111111113,2.9227777777777777,2.1919444444444443,3.511388888888889,2.1555555555555554,0.6713888888888889,1.005,3.049722222222222,3.596111111111111,0.9963888888888889,0.8763888888888889,1.6675,1.3163888888888888,3.5747222222222224,3.576388888888889,3.9677777777777776,3.4319444444444445,3.1172222222222223,0.5438888888888889,0.0,3.7127777777777777,1.6266666666666667,2.5341666666666667,1.5891666666666666,2.571388888888889,3.0533333333333332,3.1605555555555553,0.39222222222222225,1.0916666666666666,0.8752777777777778,2.7258333333333336,1.1097222222222223,1.0791666666666666,0.7313888888888889,1.1202777777777777,1.1155555555555556,3.3894444444444445,3.713888888888889,0.6052777777777778,2.1141666666666667,1.4069444444444446,4.186388888888889,3.4794444444444443,0.7433333333333333,0.7888888888888889,2.57,1.7391666666666667,0.9333333333333333,1.2038888888888888,2.923888888888889,2.673888888888889,3.363611111111111,2.868333333333333,3.6733333333333333,3.527222222222222,3.0866666666666664,3.3080555555555557,0.3933333333333333,3.5619444444444444,1.1577777777777778,2.806111111111111,2.4658333333333333,3.1461111111111113,2.9894444444444446,1.2702777777777778,3.2536111111111112,2.528888888888889,4.110833333333333,2.6294444444444443,2.506666666666667,3.161111111111111,3.2622222222222224,0.9588888888888889,4.111666666666666,3.370277777777778
Česká Lípa,1.3275,3.4497222222222224,3.1230555555555557,4.351666666666667,2.194166666666667,0.8088888888888889,2.7980555555555555,1.9783333333333333,0.8708333333333333,2.007222222222222,4.020277777777777,4.443611111111111,1.4088888888888889,1.3383333333333334,4.435277777777777,4.315277777777778,2.4316666666666666,4.755277777777778,1.1622222222222223,1.5552777777777778,2.2969444444444442,0.9636111111111111,0.7430555555555556,3.5997222222222223,3.7286111111111113,0.0,2.885,2.3316666666666666,3.602222222222222,1.5902777777777777,2.0258333333333334,2.736111111111111,3.6005555555555557,4.530555555555556,3.232222222222222,1.3455555555555556,4.497777777777777,3.479722222222222,3.988888888888889,3.075833333333333,4.554444444444444,0.6713888888888889,1.4111111111111112,4.0441666666666665,2.0794444444444444,4.542777777777777,2.5019444444444443,2.8055555555555554,4.182222222222222,4.227777777777778,1.751111111111111,2.888333333333333,4.372222222222222,3.5094444444444446,1.6719444444444445,2.382222222222222,0.7772222222222223,1.0530555555555556,1.4877777777777779,1.5263888888888888,1.073888888888889,1.2808333333333333,3.7422222222222223,1.146388888888889,2.7088888888888887,1.2405555555555556,1.5361111111111112,1.0333333333333334,1.1633333333333333,4.150555555555556,1.6025,1.8911111111111112,0.5652777777777778,1.2275,1.3288888888888888,1.0130555555555556,2.0102777777777776,4.397777777777778,2.4272222222222224,3.2455555555555557
Třebíč,1.8144444444444445,1.5811111111111111,0.9291666666666667,2.428611111111111,2.5319444444444446,2.6547222222222224,1.9166666666666667,2.026111111111111,2.5966666666666667,1.8055555555555556,1.8263888888888888,2.5205555555555557,2.1352777777777776,2.6816666666666666,2.5122222222222224,2.3922222222222222,0.6283333333333333,2.8319444444444444,2.660277777777778,2.6619444444444444,3.0533333333333332,2.6280555555555556,2.2602777777777776,1.39,1.6158333333333332,2.8558333333333334,0.0,1.6197222222222223,0.8688888888888889,1.7797222222222222,2.138611111111111,2.246111111111111,1.4066666666666667,2.6075,1.0383333333333333,1.811388888888889,2.375277777777778,2.2219444444444445,1.795,0.8816666666666667,2.631388888888889,2.4747222222222223,2.7994444444444446,2.121111111111111,1.5972222222222223,2.9366666666666665,3.2719444444444443,2.593611111111111,2.3530555555555557,2.3044444444444445,1.6555555555555554,0.885,2.448888888888889,1.2944444444444445,2.0094444444444446,2.5458333333333334,2.316666666666667,1.945,2.758611111111111,2.6125,2.172222222222222,2.393611111111111,1.5483333333333333,2.6475,1.59,2.58,1.551111111111111,2.1225,2.075,2.526388888888889,2.339166666666667,2.3705555555555557,3.3377777777777777,2.1016666666666666,1.978888888888889,2.450277777777778,2.347777777777778,2.4747222222222223,3.1972222222222224,2.26
Tábor,1.2544444444444445,2.5030555555555556,1.8511111111111112,3.3505555555555557,1.9569444444444444,2.0944444444444446,0.7327777777777778,2.245,2.0366666666666666,2.276111111111111,2.7483333333333335,3.4425,1.575,2.1213888888888888,3.4338888888888888,3.313888888888889,1.1597222222222223,3.753888888888889,2.100277777777778,2.1016666666666666,2.4930555555555554,2.0677777777777777,1.7002777777777778,2.3119444444444444,2.5375,2.2958333333333334,1.6130555555555555,0.0,2.24,1.5655555555555556,1.1369444444444445,0.8155555555555556,2.328333333333333,3.529166666666667,1.9602777777777778,1.251111111111111,3.2969444444444442,3.3244444444444445,2.716666666666667,1.803611111111111,3.5530555555555554,1.9147222222222222,2.2391666666666667,3.042777777777778,2.0166666666666666,3.858611111111111,2.7119444444444443,1.1341666666666668,3.275,3.2263888888888888,1.511111111111111,1.5294444444444444,3.370833333333333,2.2172222222222224,1.4494444444444445,2.685,1.756388888888889,1.3847222222222222,2.198611111111111,2.0525,1.6119444444444444,1.8333333333333333,2.4702777777777776,2.0875,2.412777777777778,2.0797222222222222,0.9911111111111112,1.5625,1.5147222222222223,3.4483333333333333,1.778888888888889,2.5097222222222224,2.7775,1.7747222222222223,1.5822222222222222,1.89,1.7869444444444444,3.3963888888888887,2.6369444444444445,1.1802777777777778
Znojmo,2.5180555555555557,1.575,0.8997222222222222,2.422222222222222,3.2352777777777777,3.3580555555555556,2.2172222222222224,2.7655555555555558,3.3002777777777776,2.545,1.8202777777777779,2.5144444444444445,2.838611111111111,3.385,2.5058333333333334,2.3858333333333333,1.278888888888889,2.825833333333333,3.363611111111111,3.3652777777777776,3.756666666666667,3.3313888888888887,2.963888888888889,1.383888888888889,1.6094444444444445,3.5594444444444444,0.8644444444444445,2.2230555555555553,0.0,2.4763888888888888,2.8422222222222224,2.8330555555555557,1.4002777777777777,2.601111111111111,1.0255555555555556,2.5147222222222223,2.368888888888889,2.2158333333333333,1.7886111111111112,1.0497222222222222,2.625,3.1783333333333332,3.5027777777777778,2.1147222222222224,2.3366666666666664,2.9305555555555554,3.9755555555555557,2.9444444444444446,2.3469444444444445,2.2983333333333333,2.352222222222222,1.6975,2.4427777777777777,1.2869444444444444,2.7130555555555556,3.285277777777778,3.02,2.6483333333333334,3.462222222222222,3.3161111111111112,2.8755555555555556,3.0969444444444445,1.5422222222222222,3.3508333333333336,1.9636111111111112,3.2769444444444447,2.254722222222222,2.826111111111111,2.7783333333333333,2.520277777777778,3.0425,3.11,4.041111111111111,2.798611111111111,2.6758333333333333,3.153611111111111,3.051111111111111,2.4683333333333333,3.9005555555555556,2.5605555555555557
Kolín,1.0075,2.2744444444444443,2.0044444444444443,3.176388888888889,1.82,1.3525,2.0516666666666667,0.7463888888888889,1.4891666666666667,0.8319444444444445,2.901666666666667,3.2683333333333335,1.4233333333333333,1.7577777777777779,3.26,3.14,1.3063888888888888,3.58,1.5527777777777778,1.8352777777777778,2.341388888888889,1.3258333333333334,0.9583333333333334,2.4244444444444446,2.5533333333333332,1.5538888888888889,1.7663888888888888,1.5433333333333332,2.4769444444444444,0.0,1.5044444444444445,2.2111111111111112,2.4816666666666665,3.355277777777778,2.113611111111111,1.0180555555555555,3.3225,2.3044444444444445,2.87,1.9569444444444444,3.379166666666667,1.3672222222222221,1.8305555555555555,2.868888888888889,0.9019444444444444,3.3675,2.56,2.2841666666666667,3.0069444444444446,3.0525,0.31,1.4505555555555556,3.1969444444444446,2.3341666666666665,1.2975,1.186388888888889,1.2116666666666667,0.7161111111111111,1.9072222222222222,1.7861111111111112,1.0647222222222221,1.5669444444444445,2.6233333333333335,1.5658333333333334,1.533611111111111,0.9091666666666667,0.7813888888888889,0.9941666666666666,1.2661111111111112,2.975277777777778,1.6272222222222221,1.011111111111111,2.0355555555555553,0.47055555555555556,0.3477777777777778,1.1480555555555556,1.6358333333333333,3.2225,2.4852777777777777,2.4988888888888887
